Min height,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max height,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Min handspan,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max handspan,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No. of bins,,No. of bins to be decided by student upto max 32x32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female Histogram,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5,4,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,16,13,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,1,12,24,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
